MAR,SCHL,WAGP,ESR,RAC1P
1,21,008900,1,1
1,19,043000,1,1
1,18,007000,6,1
1,16,000000,6,1
3,16,000000,6,1
1,21,000000,6,1
1,20,000000,6,1
2,19,000000,6,1
5,16,014200,1,1
1,21,155000,1,1
1,21,000000,6,1
5,07,,,1
5,04,,,1
5,,,,1
3,16,000000,6,1
1,16,055000,1,1
1,16,000000,3,1
3,19,000000,6,1
3,19,038000,1,1
5,16,030000,1,1
2,11,000000,6,1
5,05,,,9
2,19,000000,6,1
1,16,000000,3,1
1,16,029000,1,1
1,22,012000,2,1
1,22,000000,6,1
3,19,046100,1,1
5,16,000000,3,1
3,16,011400,1,1
1,21,065000,1,1
1,21,000000,3,1
5,07,,,1
5,05,,,1
5,21,075000,1,1
5,17,000000,3,1
1,18,000000,6,1
1,16,070000,1,1
1,18,000000,6,1
1,21,000920,6,1
1,19,054000,1,1
1,21,046000,1,1
5,14,003300,1,1
1,18,000000,6,1
1,16,000000,6,1
3,22,000000,6,1
3,23,030000,1,1
5,19,040000,1,1
5,18,015000,1,1
1,19,023000,1,1
1,19,042000,1,1
5,10,,,1
5,05,,,1
5,02,,,1
5,03,,,1
1,15,015000,1,1
1,16,020000,1,1
5,,,,1
5,21,011000,1,1
5,,,,1
1,21,015000,1,1
1,21,002800,1,1
5,19,011000,1,1
1,21,000000,1,1
1,21,008000,1,1
3,16,000000,6,1
1,22,081000,1,1
1,13,000000,6,1
1,16,000000,6,1
1,12,000000,6,1
1,18,000000,6,1
3,16,000000,1,1
5,09,,,1
5,03,,,9
1,20,092000,1,1
1,22,060000,1,1
5,14,001000,3,1
3,16,000000,6,1
2,19,000000,6,1
2,18,000000,6,1
1,22,057000,1,1
1,18,048000,1,1
5,02,,,1
5,01,,,1
3,22,062000,1,1
5,10,,,8
1,21,000000,6,1
1,16,000000,6,1
5,20,103000,1,1
1,21,000000,1,9
1,21,072000,1,9
5,06,,,9
5,04,,,9
5,04,,,9
5,04,,,9
5,21,088000,1,6
1,07,000000,6,6
1,16,040000,1,1
1,16,000400,6,1
5,01,,,1
5,,,,1
3,24,002500,1,1
5,21,026400,1,1
1,24,013400,6,1
1,21,120000,1,1
5,02,,,1
5,,,,1
3,19,055000,1,1
3,16,000000,6,1
5,11,017900,1,1
1,16,056000,1,1
1,14,000000,6,1
5,16,028300,1,1
3,23,080000,1,1
3,21,058000,1,1
3,19,055000,1,1
1,16,047000,1,1
5,19,000000,3,1
1,14,000000,6,1
1,22,026000,1,1
1,21,000000,6,1
1,19,000000,6,9
1,15,010000,1,6
5,,,,9
5,20,013100,1,1
1,19,005000,1,1
1,18,018500,1,1
5,21,022000,3,3
5,18,000000,3,3
5,04,,,3
5,,,,3
5,,,,3
5,,,,3
1,23,000000,6,1
1,21,040000,1,1
5,14,000000,6,1
1,23,000000,6,9
1,19,085000,1,9
5,,,,9
1,21,024800,1,1
1,19,000000,1,9
5,04,,,1
5,01,,,1
5,14,000000,6,1
1,21,120000,1,1
1,21,000000,6,1
5,06,,,1
5,21,025000,1,2
5,19,000000,6,2
5,18,000300,1,1
5,20,030000,1,1
4,21,045000,1,1
1,13,013700,1,1
1,13,150000,1,1
5,10,,,1
5,03,,,1
2,18,000000,6,1
3,17,000000,6,1
1,19,013500,1,1
1,19,100000,1,1
1,21,167000,2,1
1,21,000000,6,1
5,10,,,1
5,07,,,1
5,05,,,1
5,03,,,1
5,,,,1
2,19,000000,6,1
1,16,000000,6,1
1,21,000000,6,1
1,20,060000,1,1
1,19,035000,3,1
1,19,085000,1,1
1,21,048000,1,1
5,03,,,1
1,22,050000,1,1
1,19,020000,1,1
5,14,000400,6,1
5,12,000000,,1
5,10,,,1
5,04,,,1
1,19,005000,6,1
1,19,085000,2,1
5,05,,,1
2,16,000000,6,1
1,12,000000,6,1
1,12,000000,6,1
5,18,000400,1,2
5,19,006000,6,8
5,19,010200,1,9
1,22,065000,1,1
1,23,130000,1,1
5,08,,,1
5,06,,,1
1,21,000000,1,1
1,21,000000,6,1
1,21,000000,6,1
5,16,020000,1,1
3,16,020000,1,1
1,19,008000,1,1
1,16,000000,6,1
5,01,,,1
5,,,,1
1,17,000000,6,1
1,14,012000,3,1
5,02,,,1
5,01,,,1
5,,,,1
1,21,073000,1,1
1,21,042000,1,1
5,02,,,1
1,21,022000,3,1
1,19,007000,1,1
5,02,,,1
5,01,,,1
1,16,045000,4,1
1,21,000000,6,1
1,18,000000,6,1
1,16,037000,1,1
1,19,042000,1,1
5,05,,,1
1,19,016400,3,1
1,21,000000,6,1
5,,,,1
5,,,,1
1,20,007000,6,1
1,20,018300,1,1
5,15,000000,6,1
5,14,004200,1,1
1,20,039000,1,1
1,21,050000,1,1
5,21,000000,6,1
1,19,000000,6,1
1,21,095000,1,1
5,03,,,1
5,01,,,1
5,,,,1
2,19,000000,6,1
1,21,012800,1,1
1,16,000000,1,1
5,20,022000,1,1
1,19,000000,6,1
1,16,033100,1,1
1,22,015000,1,1
1,23,000000,1,1
5,11,,,1
1,16,000000,1,1
1,16,000000,1,1
5,04,,,1
1,22,061000,1,1
1,21,001200,6,1
1,20,026000,1,1
1,19,000000,3,1
3,13,033000,1,9
1,21,095000,1,1
1,21,000000,6,1
1,16,000000,6,1
1,10,000000,6,1
3,19,000000,6,1
1,18,054000,1,1
1,19,000000,1,1
3,19,000000,6,1
3,23,100000,1,1
5,21,000000,1,1
1,16,000000,6,1
5,12,018000,1,8
5,01,,,8
5,09,018000,1,8
5,17,035000,6,1
3,16,000000,6,1
5,17,046000,1,1
3,21,020000,1,1
3,20,000000,6,3
1,22,000000,1,1
1,19,000000,6,1
1,21,016000,1,1
1,18,027000,1,1
3,17,009000,1,1
5,13,000000,6,1
5,12,000000,,1
1,16,003200,1,1
1,23,047000,1,1
1,14,000000,6,8
1,16,009000,1,8
5,04,,,8
5,01,,,8
1,18,038000,6,8
1,16,000000,6,8
5,,,,8
1,12,003300,1,8
1,12,000000,6,8
5,13,000000,6,1
5,18,008000,1,1
1,19,020000,1,1
1,18,007000,3,1
5,,,,1
1,21,130000,1,1
1,21,004000,6,1
5,08,,,1
5,06,,,1
5,04,,,1
3,18,009400,1,1
1,17,040000,2,1
1,21,020000,2,6
1,21,120000,1,1
1,21,038000,3,1
5,19,007000,6,1
1,20,006300,6,1
1,16,010800,2,1
3,17,043000,1,1
5,18,026000,1,1
5,17,000000,6,1
1,17,005800,6,1
1,20,000000,6,1
5,08,,,1
5,06,,,1
3,22,070000,1,1
5,07,,,1
5,03,,,1
5,02,,,1
3,19,035600,1,1
5,17,020800,1,1
5,17,015600,1,1
2,16,000000,6,1
3,16,000000,6,1
1,19,000000,6,1
2,17,000000,6,1
1,17,003700,6,1
5,16,000000,6,1
1,16,042000,1,1
5,21,009700,1,1
3,20,100000,1,1
3,24,024700,3,1
5,13,000700,6,1
5,23,040000,1,9
5,16,000000,1,1
5,13,001500,6,1
5,24,000200,1,1
2,18,000000,6,1
1,22,083000,1,2
1,24,033600,1,2
1,16,011000,1,9
1,16,016000,1,1
5,08,,,1
1,22,076000,1,1
1,22,002400,1,1
1,21,050000,6,1
1,21,055000,1,1
2,01,000000,6,1
3,20,020000,1,1
5,18,010200,1,1
1,19,036000,1,1
1,21,051000,1,1
2,17,000000,6,8
1,20,060000,1,1
1,19,002800,6,1
5,,,,1
5,06,,,1
5,03,,,1
5,18,006000,1,1
3,18,016900,1,1
5,09,,,9
2,11,000000,6,1
3,21,091000,2,1
5,19,000000,3,1
2,21,083000,1,1
5,14,000000,6,1
3,17,032000,1,1
1,24,005400,6,1
1,21,000000,6,1
1,18,000000,6,1
1,18,012200,1,1
5,21,040000,1,1
2,21,000000,6,1
3,14,020000,3,1
5,08,,,1
1,16,045000,1,1
1,16,000000,6,1
5,11,000000,6,1
5,09,,,1
5,06,,,1
1,24,104000,1,6
1,21,029700,1,6
5,03,,,6
1,21,000000,6,1
1,21,003500,6,1
2,21,000000,6,1
5,18,000000,6,1
5,19,014400,3,1
1,15,000000,6,6
1,01,000000,6,6
1,16,023000,1,1
1,16,021000,1,1
5,19,005500,1,1
5,19,000000,3,1
2,01,000000,6,1
5,18,020000,1,1
1,20,085000,1,1
1,20,075000,1,1
5,12,000000,,1
5,07,,,1
5,07,,,1
1,22,070000,1,1
1,21,035000,1,1
1,16,040000,1,6
1,16,000000,6,6
5,,,,6
1,19,088000,1,6
5,16,040000,1,6
5,19,000000,6,6
1,08,075000,1,6
1,08,000000,6,6
5,19,009600,1,1
1,19,077000,1,1
1,17,000000,6,1
3,19,000000,6,1
5,21,025000,1,1
1,21,050000,1,1
1,19,090000,1,1
5,14,000000,6,1
3,18,000700,1,1
2,16,000000,6,1
5,14,000000,6,1
5,01,,,9
5,,,,1
1,19,029900,3,1
1,21,035500,1,1
5,01,,,1
1,22,000000,6,1
1,19,000000,6,1
1,20,110000,1,1
1,19,050000,1,1
5,14,000000,3,1
5,10,,,1
5,19,020000,1,1
5,19,042000,1,7
5,21,038000,1,6
1,19,060000,1,1
1,19,036000,1,1
1,19,000000,1,1
1,16,000000,3,1
2,16,000000,6,1
1,22,000000,6,1
1,21,000000,6,1
1,21,000000,1,1
1,19,000000,6,1
5,13,002400,1,1
5,13,000000,,1
5,10,,,1
5,08,,,1
5,06,,,1
1,21,036000,1,1
1,19,301000,1,1
5,14,000000,6,1
5,13,000000,6,1
5,13,000000,,1
5,11,,,1
5,14,000000,6,1
1,21,032000,3,1
1,19,000000,6,1
3,16,017500,1,1
5,05,,,1
5,03,,,1
3,17,000000,3,1
3,16,000000,6,1
5,18,005400,1,1
3,22,045300,1,1
3,18,000000,1,1
1,16,001500,1,1
5,13,000200,6,1
5,13,000000,,1
5,09,,,1
3,16,000000,1,1
5,13,000000,6,1
5,11,,,1
5,14,000000,6,1
1,24,050000,1,1
1,21,048000,1,1
5,01,,,1
5,,,,1
3,19,024800,1,1
3,18,020000,1,1
1,01,019000,1,8
1,01,001500,3,8
5,05,,,1
5,03,,,1
5,13,000000,6,1
2,01,000000,6,1
2,16,000000,6,1
1,20,060000,1,6
1,20,055000,1,6
2,19,000000,3,6
5,18,000000,6,6
5,16,000000,6,1
5,22,000000,6,1
5,23,100000,1,1
1,16,075000,1,1
1,16,030000,1,1
1,21,000000,6,1
1,22,100000,1,6
1,22,000000,6,6
5,07,,,6
5,05,,,6
5,21,045000,1,1
1,19,054000,1,1
1,16,000000,1,1
1,16,000000,6,1
1,16,015000,3,1
1,18,003200,6,1
1,16,000000,6,1
1,21,000000,6,1
5,16,000000,3,1
2,22,000000,2,1
2,10,000000,6,1
3,19,000000,6,1
5,17,000000,6,1
3,15,000000,6,1
1,19,000000,6,2
1,19,000000,6,2
2,16,000000,6,2
1,18,095000,1,1
1,21,000000,6,1
2,16,000000,6,1
5,21,038000,1,1
5,20,040000,1,1
2,15,000000,6,1
1,21,065000,1,1
1,18,025000,1,1
1,21,000000,6,6
1,21,000000,1,6
2,19,008600,1,1
1,18,033200,1,1
5,11,,,1
5,07,,,1
1,16,024500,1,1
1,20,042000,1,1
1,19,008000,1,1
5,02,,,1
5,09,,,1
1,21,090000,1,1
1,19,025000,1,1
5,19,030000,3,1
5,19,020000,6,1
5,19,020000,6,1
5,16,000000,6,1
3,21,000000,6,1
3,16,007500,1,1
5,09,000000,3,1
5,06,,,1
5,01,,,1
1,16,000000,1,1
1,16,062000,1,1
3,18,028000,1,1
5,15,002000,3,1
5,16,000000,3,1
1,19,018000,1,1
1,16,000000,6,1
1,20,000000,6,1
1,16,000000,6,1
5,16,008000,6,1
5,15,000000,6,1
3,16,040000,1,1
5,11,000000,,1
5,09,,,1
3,16,000000,6,1
3,18,047000,1,1
3,24,000000,6,1
3,16,022000,1,1
2,16,000000,6,1
1,21,301000,1,1
1,24,130000,1,1
3,19,060000,1,1
1,20,085000,1,1
1,20,036000,1,1
3,19,016000,1,1
5,11,,,1
5,09,,,1
2,16,000000,3,1
5,19,035000,1,1
5,13,000000,6,1
1,20,000000,6,1
1,19,000000,6,1
1,19,075000,1,1
1,16,075000,1,1
5,19,003000,6,1
5,14,000000,6,1
5,08,,,1
5,18,000000,3,1
1,20,021600,6,1
5,21,088000,1,1
1,22,125000,1,1
1,20,062000,1,1
5,21,020000,1,1
5,23,032000,1,1
5,19,001200,6,1
1,16,017800,3,1
1,19,048000,1,1
5,21,040000,3,1
1,21,000000,6,1
1,21,000000,6,1
3,20,050000,1,1
2,14,000000,6,1
5,17,025000,1,1
5,18,017500,1,1
5,01,,,1
3,22,090000,1,1
5,16,003000,1,1
5,16,009300,1,1
5,01,,,1
5,01,,,1
1,21,075000,1,1
1,21,008000,6,1
2,12,000000,6,1
5,19,005000,6,1
5,21,045000,1,1
1,16,000000,6,1
1,16,000000,6,1
3,21,043300,1,1
2,19,000000,6,1
3,16,000000,6,1
2,16,007800,1,1
1,23,000290,6,1
1,22,000000,6,1
5,19,000250,1,1
3,19,012000,1,1
5,19,053000,1,1
2,22,000000,6,1
3,16,000000,6,6
1,23,023000,1,1
1,18,095000,1,1
5,01,,,1
5,,,,1
1,18,000000,6,1
1,19,000000,6,1
1,16,029000,1,1
1,16,030000,1,1
1,21,018000,1,1
1,21,090000,1,1
5,05,,,1
5,01,,,1
1,16,012000,1,1
1,21,062000,1,6
5,11,,,1
5,03,,,9
1,21,130000,1,6
1,19,041000,1,1
5,19,083000,1,9
5,21,055000,1,9
5,19,013000,1,9
5,14,000000,6,9
5,12,000000,,9
1,19,036000,1,1
1,19,000000,3,1
1,21,018900,1,1
1,21,049100,1,1
5,,,,1
1,18,000000,6,1
1,16,000000,6,1
1,20,005000,6,1
1,18,001000,1,1
5,18,004100,1,1
1,23,150000,1,1
1,22,135000,1,1
1,16,033000,1,1
1,20,037000,1,1
5,,,,1
1,21,000000,6,1
1,20,000000,6,1
1,23,072000,1,1
1,15,000000,6,1
5,14,000000,6,9
2,19,000000,6,1
5,17,000000,6,1
5,17,012000,3,1
5,03,,,1
1,18,000000,6,1
1,19,000000,6,1
1,21,090000,1,6
1,21,046000,1,1
5,18,025100,1,1
3,18,000000,1,1
2,13,000000,6,1
5,17,000000,1,1
3,17,000000,6,1
1,16,028000,1,1
1,16,024000,1,1
2,16,000000,6,1
5,21,060000,1,1
1,16,011900,1,1
1,16,000000,1,1
5,19,003800,1,1
5,01,,,1
1,09,025000,1,8
1,10,000000,6,8
5,09,,,8
5,05,,,8
5,,,,8
1,01,018000,1,8
1,01,000000,6,8
2,16,000000,6,1
5,19,000700,6,1
5,19,000000,6,1
1,21,000000,1,1
1,18,026000,3,1
5,,,,1
5,11,,,1
5,05,,,1
5,13,000000,6,1
2,16,000000,6,1
1,19,000000,6,1
4,22,000000,6,1
1,18,030000,1,1
1,18,000000,6,1
1,17,000000,6,1
1,16,000000,6,1
3,16,000000,6,1
3,16,000000,6,1
3,16,015000,3,1
3,19,038800,1,1
1,16,024000,1,1
1,13,000000,6,1
5,07,,,1
5,05,,,1
5,10,,,1
1,22,045000,2,1
1,19,036000,1,9
5,,,,9
1,16,000000,6,1
1,16,000000,6,1
1,19,000000,6,1
1,20,042000,1,1
1,20,028000,1,1
1,18,000000,6,1
1,19,000160,2,1
5,20,000000,3,1
1,21,000000,6,1
1,21,000000,6,1
5,16,055000,1,1
1,19,017600,1,1
1,19,018500,1,1
5,12,,,1
5,05,,,1
1,24,029000,1,1
1,19,015000,3,1
5,20,025000,1,1
1,21,085000,1,1
1,21,000000,6,1
5,01,,,1
5,,,,1
5,21,041000,1,1
1,21,068000,1,1
1,22,086000,1,1
5,10,,,1
1,21,030000,1,1
1,19,020000,3,1
3,19,000000,6,1
2,18,000000,6,1
3,15,000700,1,1
1,19,000000,6,1
1,17,000000,6,1
2,17,000000,6,1
5,19,008500,6,1
3,16,018000,1,5
5,17,046000,3,1
5,18,032000,1,1
3,21,043800,1,1
5,09,,,1
5,08,,,1
3,22,003000,3,1
3,19,005800,1,1
5,17,009800,1,1
5,17,020000,1,1
5,17,065000,1,1
5,17,026400,1,1
5,17,015000,1,1
1,21,000000,6,1
1,19,000000,6,1
3,19,009000,1,1
5,21,057000,1,1
5,19,035000,1,1
1,21,100000,1,1
1,21,120000,1,1
5,04,,,1
5,02,,,1
5,16,022000,1,1
3,18,024000,1,6
5,10,,,6
5,06,,,6
1,21,039000,1,1
1,21,002300,1,1
5,,,,1
5,,,,1
3,20,000000,3,1
1,18,048000,1,1
1,14,000000,6,1
5,11,000000,6,2
2,15,000000,6,9
1,22,140000,1,1
1,22,012000,3,1
1,24,040000,1,1
1,24,096000,1,1
5,03,,,1
2,21,000000,6,1
1,21,049000,1,1
1,22,175000,1,1
5,13,000000,6,1
5,11,,,1
1,21,000000,6,1
1,22,000000,6,1
5,12,000000,6,9
1,19,002700,1,1
1,22,000000,1,1
5,22,051000,1,1
5,24,000000,1,1
1,15,043000,1,1
1,21,003000,2,1
5,01,,,1
5,20,000000,6,1
5,20,003600,1,1
5,11,000000,,1
1,18,040500,1,1
1,19,038700,1,1
5,08,,,1
5,07,,,1
1,22,000000,6,1
1,21,000000,6,1
2,16,000000,6,1
1,24,132000,1,1
1,24,004600,6,1
5,19,004300,1,1
1,21,020800,1,1
1,19,000000,6,1
5,10,,,1
5,09,,,1
5,21,000000,3,1
5,01,,,1
5,23,065000,1,1
5,16,000000,6,6
2,20,021000,1,1
5,03,,,1
5,01,,,1
1,15,025000,1,1
1,16,016000,3,1
5,06,,,1
5,06,,,1
1,19,058000,1,1
1,15,065000,1,1
5,03,,,1
5,01,,,1
5,19,013300,1,1
5,15,022000,1,2
5,04,,,2
1,18,028000,1,1
1,20,036000,1,1
5,,,,1
1,16,040000,3,1
3,19,000000,6,1
1,22,070000,1,1
1,19,000000,2,1
5,21,011700,1,1
3,21,048000,1,1
5,19,055000,1,1
2,17,000000,6,1
1,19,010000,1,1
1,19,010000,1,1
5,,,,1
1,21,080000,1,1
1,19,030000,1,1
5,12,000000,6,1
5,10,,,1
5,04,,,1
1,24,002000,3,1
1,18,000000,6,1
1,18,060000,1,1
1,20,000000,1,1
5,05,,,1
5,01,,,1
5,19,015000,2,1
5,03,,,1
3,18,040000,1,1
5,14,000000,6,1
1,19,000000,6,1
1,21,000150,6,1
5,11,016800,1,1
5,06,,,1
5,04,,,1
5,01,,,1
5,08,020400,1,1
3,19,030600,1,1
5,12,000000,,1
3,06,021000,3,8
2,16,000000,6,1
3,19,000000,1,1
2,16,028900,3,1
5,17,015000,3,1
1,16,011000,1,1
1,19,000000,6,1
1,21,000000,6,1
1,21,140000,1,1
1,19,037500,1,1
1,16,000000,6,1
1,12,002000,1,8
1,09,015000,1,8
5,11,020600,1,8
4,17,000000,1,8
5,04,,,8
5,,,,8
4,12,000000,6,1
1,21,009600,1,1
1,17,000000,6,1
1,16,000000,6,1
1,20,038000,1,1
1,16,026000,1,8
3,22,050000,1,1
5,12,000000,,1
5,06,,,1
3,19,000000,6,1
5,14,003300,3,9
5,13,000000,6,9
5,12,,,9
5,16,001700,1,1
5,21,037000,1,1
3,19,000000,6,1
3,16,000000,6,1
3,18,000000,6,1
1,16,013200,1,1
1,16,030000,1,1
2,14,000000,6,1
3,21,000000,6,1
1,23,301000,1,1
1,23,301000,1,1
1,22,065000,1,1
1,21,043200,1,1
1,21,000000,3,1
1,21,046000,1,1
5,19,013000,1,1
3,16,000000,6,1
5,22,029000,1,1
5,21,002900,3,1
5,22,026000,1,1
5,21,010800,1,1
5,21,013100,1,5
1,14,024400,1,8
1,15,000000,3,8
5,11,,,8
5,01,,,8
3,16,012600,1,6
5,08,,,6
5,05,,,6
5,13,000000,6,1
5,,,,1
3,16,000000,1,1
5,17,009600,1,1
1,16,041000,1,1
1,16,030000,1,1
5,21,065000,1,1
5,16,026800,1,1
5,09,025000,3,1
5,06,,,1
5,05,,,1
5,01,,,1
5,01,,,1
5,,,,1
5,12,000800,3,1
1,16,010000,1,9
1,16,000000,6,1
5,18,022200,1,9
3,23,000000,6,1
1,22,030000,3,1
1,19,000000,6,1
5,14,000000,6,1
1,16,000000,6,1
1,16,000000,6,1
3,20,000800,6,1
5,22,000000,6,1
1,16,020000,1,1
1,20,060000,1,1
1,22,050000,1,1
1,18,000000,6,1
5,16,003500,3,1
5,19,019000,1,1
1,22,000000,6,1
1,22,000000,6,1
1,19,000000,1,2
1,16,009000,1,1
5,13,000000,3,9
5,10,,,9
3,19,000000,6,1
2,16,000000,6,1
1,20,098000,1,1
1,19,017000,1,1
3,18,037000,1,1
1,17,010000,1,1
1,14,016000,1,1
5,10,,,1
5,03,,,1
1,21,000000,6,1
1,21,000800,6,1
1,21,000000,6,1
1,19,040000,1,1
3,21,042000,1,1
5,06,,,1
5,05,,,1
5,08,,,1
5,05,,,1
2,16,000000,6,1
5,19,030000,1,8
5,17,070000,6,1
1,17,009000,1,1
1,01,000000,6,1
5,17,000000,6,1
1,09,001800,1,1
1,17,000000,6,1
1,17,000000,6,1
5,16,013800,1,1
5,19,005400,1,1
5,21,000000,1,1
3,16,015000,1,1
1,17,071000,1,1
1,19,044700,1,1
1,22,039000,1,1
1,22,050000,1,1
5,11,,,1
5,09,,,1
5,14,000000,3,1
5,09,,,1
1,21,100000,1,1
1,23,110000,1,1
5,21,010000,1,1
3,20,023000,1,1
3,12,000000,6,1
5,22,044000,1,1
1,19,000000,6,1
1,16,000000,6,1
1,09,017300,1,8
1,18,000000,6,8
5,,,,8
5,02,,,8
5,21,034000,1,1
5,21,045000,1,1
1,18,002700,6,1
1,18,015000,1,1
5,18,004600,1,1
3,16,000000,6,1
5,14,003700,6,1
1,12,015000,1,6
1,09,015000,1,6
5,02,,,6
5,,,,6
1,21,006100,6,1
1,22,000000,6,1
1,16,060000,1,1
1,20,060000,1,1
5,18,004000,1,1
5,12,000000,,1
3,19,000000,6,1
5,10,,,1
5,10,,,1
3,19,082000,1,1
5,04,,,1
2,16,000000,6,1
1,19,000000,6,1
1,18,030800,6,9
2,16,000000,6,1
5,19,005200,1,6
5,19,001700,6,1
5,19,004100,6,1
5,19,000000,6,1
5,19,000200,6,1
1,19,060000,1,1
1,18,000000,6,1
5,16,016000,1,1
5,12,000000,,1
5,18,006000,6,7
3,21,000960,2,1
5,21,160000,1,1
2,16,000000,6,1
1,19,083000,1,1
1,19,301000,1,1
5,17,039600,1,1
5,12,000000,6,1
5,13,000000,6,1
1,20,068000,1,1
1,19,000000,6,1
5,05,,,1
5,02,,,1
1,20,000000,6,1
1,15,000000,6,1
1,17,000000,6,1
1,16,000000,6,1
3,20,000000,6,1
5,13,000000,6,1
5,12,000000,,1
5,14,000000,6,9
5,19,008400,6,1
3,21,032000,3,1
5,21,000000,1,1
3,21,028000,1,9
2,16,000000,6,1
2,21,000000,6,1
1,23,000000,6,1
1,21,000000,6,1
1,19,006000,6,1
1,21,000000,6,1
1,16,040900,1,1
1,19,000000,1,1
2,18,000000,6,1
3,18,000000,6,1
5,16,000000,6,1
1,19,000000,6,1
1,18,000000,6,1
1,22,000000,6,1
1,21,000000,1,1
5,17,000000,6,1
5,,,,1
5,16,005000,1,1
2,21,000000,6,1
1,18,027500,1,1
1,19,050000,1,1
2,16,000000,6,1
1,19,041200,1,1
1,19,045600,1,1
5,18,014500,1,1
1,11,024900,1,1
1,11,000000,6,1
5,10,,,1
5,03,,,1
5,17,000000,6,1
5,18,022800,3,1
5,11,000000,6,1
1,22,048000,1,1
1,21,065000,1,1
5,16,035000,1,1
3,18,008000,3,1
1,11,000000,6,1
1,13,000000,6,1
5,19,023000,1,1
1,14,053000,1,1
1,16,000000,1,1
5,,,,1
1,20,003500,1,1
1,18,040000,1,1
5,19,002000,1,1
2,16,000000,6,1
3,18,000000,3,1
3,20,018000,1,1
5,19,000000,6,1
5,19,027000,1,1
3,19,030000,1,1
1,21,125000,1,1
1,21,009000,6,1
5,08,,,1
5,06,,,1
3,16,000000,6,9
1,18,000000,6,1
1,18,029700,1,1
1,16,027500,1,1
1,20,007700,1,1
1,19,000000,6,1
1,21,032100,1,1
5,16,000880,1,9
1,19,000000,6,1
1,19,010600,1,1
2,19,000000,6,1
1,18,022500,1,1
1,19,042000,1,1
2,17,000000,6,9
3,21,301000,1,1
1,19,000000,6,1
1,19,000000,6,1
5,17,030900,1,1
4,11,020000,1,1
5,19,004900,1,1
5,19,004900,1,1
5,19,003000,1,1
1,23,175000,1,1
1,21,000000,6,1
5,07,,,1
5,05,,,1
5,02,,,1
5,02,,,1
1,24,100000,1,1
1,15,000000,6,1
1,18,007600,3,1
1,22,000000,6,1
1,18,052000,1,1
5,19,000000,6,1
3,14,024000,6,1
5,18,000000,3,1
1,19,000000,6,1
1,16,000000,6,1
1,21,080000,1,1
1,21,000000,6,1
5,12,000000,,1
5,16,018000,1,1
5,21,007000,1,1
1,19,026000,6,1
1,18,008000,1,1
5,14,000000,,1
5,06,,,1
5,,,,1
5,14,000000,6,1
4,18,000000,6,1
5,06,,,1
5,02,,,1
5,24,060000,1,1
3,20,037000,1,1
3,16,035000,1,1
1,16,012000,1,1
1,19,054000,1,1
5,05,,,1
5,,,,1
1,19,001500,6,1
1,23,080000,1,1
5,,,,1
5,19,003500,1,1
3,22,042000,1,1
5,14,000000,3,1
2,18,005700,1,1
4,19,000000,3,1
1,21,046000,1,1
1,19,065000,1,9
5,,,,9
5,21,000000,6,1
5,21,022000,1,1
4,14,006000,1,1
5,09,,,1
5,05,,,1
5,01,,,1
1,17,000000,1,1
1,19,000000,6,1
5,08,,,1
5,04,,,1
5,17,008000,3,1
2,16,000000,6,1
2,16,000000,6,1
4,19,000000,6,1
5,08,,,9
5,05,,,9
5,20,030000,1,1
5,20,034000,1,1
5,19,000000,6,1
3,20,057000,1,1
5,15,000000,6,1
2,16,000000,6,1
2,16,000000,6,1
1,19,050000,1,1
1,19,037000,1,1
5,09,,,1
5,04,,,1
5,11,000000,,1
1,21,000000,6,1
1,21,046000,1,1
5,10,,,1
5,07,,,1
5,01,,,1
5,19,011000,1,1
5,14,000000,6,1
1,23,000000,6,1
5,16,000000,6,1
1,23,004000,1,6
1,21,025000,1,1
1,16,000000,6,1
1,16,000000,1,1
1,16,000000,1,1
5,16,003600,1,1
5,16,000000,6,1
1,18,050000,1,1
1,16,040000,3,1
5,11,,,1
5,08,,,1
4,20,018500,1,1
5,21,018900,1,1
5,21,040000,3,1
5,19,035000,1,1
1,22,015000,1,6
1,18,001300,3,1
5,16,000000,3,1
5,16,014000,1,1
2,11,000000,6,1
1,22,000000,6,1
1,22,104000,1,1
5,05,,,1
5,02,,,1
1,16,000000,6,1
1,18,000000,6,1
5,22,058000,1,1
5,22,050000,1,1
5,19,014000,1,1
1,21,301000,1,1
1,21,000350,6,1
5,01,,,1
5,01,,,1
3,18,000000,6,1
5,,,,1
1,16,000000,6,1
1,21,104000,1,9
1,21,000000,6,1
5,12,000000,,9
5,10,,,9
5,06,,,9
5,12,012000,6,9
1,22,150000,1,1
1,14,019000,1,1
5,12,000000,,1
5,09,,,1
1,22,065000,1,1
1,22,120000,1,1
5,21,005000,3,1
5,19,004500,6,1
5,21,045000,1,1
2,16,000000,6,1
1,15,041000,1,1
1,16,000000,6,1
5,21,041000,1,1
5,21,084000,1,1
2,16,000000,6,1
1,16,106000,1,1
1,16,000000,6,8
5,10,,,1
5,08,,,1
3,24,003500,1,1
5,16,000000,6,6
5,,,,9
5,19,000000,6,1
1,16,024000,1,6
1,15,024000,1,6
5,21,040000,1,6
1,21,175000,1,1
1,21,012500,1,1
5,,,,1
2,20,000000,1,1
5,07,,,1
5,05,,,1
1,20,038000,1,1
1,15,000200,1,1
3,16,018000,1,1
3,16,000000,6,1
3,18,035000,1,1
5,21,050000,1,1
5,11,,,9
5,24,032800,1,9
1,22,000000,6,1
1,23,000000,6,6
5,13,005000,3,1
5,14,002800,1,1
